ID,Title,Description,AI Prompt,Day ID,Day Number,Week ID,Week Number,Hour Number,Status,Estimated Hours
126,Sleep state orchestration (Segment 1/5),"Implement STOP/STANDBY transitions, measure wake latencies, and document peripheral retention.",Review power mode matrix; suggest heuristics for predictive sleep scheduling.,57,1,10,11,1,pending,1.0
127,Sleep state orchestration (Segment 2/5),"Implement STOP/STANDBY transitions, measure wake latencies, and document peripheral retention.",Review power mode matrix; suggest heuristics for predictive sleep scheduling.,57,1,10,11,2,pending,1.0
128,Sleep state orchestration (Segment 3/5),"Implement STOP/STANDBY transitions, measure wake latencies, and document peripheral retention.",Review power mode matrix; suggest heuristics for predictive sleep scheduling.,57,1,10,11,3,pending,1.0
129,Sleep state orchestration (Segment 4/5),"Implement STOP/STANDBY transitions, measure wake latencies, and document peripheral retention.",Review power mode matrix; suggest heuristics for predictive sleep scheduling.,57,1,10,11,4,pending,1.0
130,Sleep state orchestration (Segment 5/5),"Implement STOP/STANDBY transitions, measure wake latencies, and document peripheral retention.",Review power mode matrix; suggest heuristics for predictive sleep scheduling.,58,2,10,11,5,pending,1.0
131,Dynamic frequency scaling experiments (Segment 1/4),Prototype DFS logic adjusting PLL multipliers based on load metrics and deadlines.,"Given DFS telemetry, tune policies to avoid missed deadlines.",58,2,10,11,6,pending,1.1333333333333333
132,Dynamic frequency scaling experiments (Segment 2/4),Prototype DFS logic adjusting PLL multipliers based on load metrics and deadlines.,"Given DFS telemetry, tune policies to avoid missed deadlines.",58,2,10,11,7,pending,1.1333333333333333
133,Dynamic frequency scaling experiments (Segment 3/4),Prototype DFS logic adjusting PLL multipliers based on load metrics and deadlines.,"Given DFS telemetry, tune policies to avoid missed deadlines.",59,3,10,11,8,pending,1.1166666666666667
134,Dynamic frequency scaling experiments (Segment 4/4),Prototype DFS logic adjusting PLL multipliers based on load metrics and deadlines.,"Given DFS telemetry, tune policies to avoid missed deadlines.",59,3,10,11,9,pending,1.1166666666666667
135,Energy profiling automation (Segment 1/4),Set up Joulescope/Otii scripts to batch profile firmware revisions and export CSV.,Suggest visualization dashboards for comparing energy per task revision.,59,3,10,11,10,pending,1.0
136,Energy profiling automation (Segment 2/4),Set up Joulescope/Otii scripts to batch profile firmware revisions and export CSV.,Suggest visualization dashboards for comparing energy per task revision.,60,4,10,11,11,pending,1.0
137,Energy profiling automation (Segment 3/4),Set up Joulescope/Otii scripts to batch profile firmware revisions and export CSV.,Suggest visualization dashboards for comparing energy per task revision.,60,4,10,11,12,pending,1.0
138,Energy profiling automation (Segment 4/4),Set up Joulescope/Otii scripts to batch profile firmware revisions and export CSV.,Suggest visualization dashboards for comparing energy per task revision.,60,4,10,11,13,pending,1.0
139,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,61,5,10,11,14,pending,0.75
140,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",62,6,10,11,15,pending,2.0
141,Blueprint dual-bank bootloader (Segment 1/6),"Create secure bootloader with image verification, rollback protection, and versioned manifests.",Review bootloader state machine; suggest hardening around power-loss events.,64,1,11,12,1,pending,1.0
142,Blueprint dual-bank bootloader (Segment 2/6),"Create secure bootloader with image verification, rollback protection, and versioned manifests.",Review bootloader state machine; suggest hardening around power-loss events.,64,1,11,12,2,pending,1.0
143,Blueprint dual-bank bootloader (Segment 3/6),"Create secure bootloader with image verification, rollback protection, and versioned manifests.",Review bootloader state machine; suggest hardening around power-loss events.,64,1,11,12,3,pending,1.0
144,Blueprint dual-bank bootloader (Segment 4/6),"Create secure bootloader with image verification, rollback protection, and versioned manifests.",Review bootloader state machine; suggest hardening around power-loss events.,64,1,11,12,4,pending,1.0
145,Blueprint dual-bank bootloader (Segment 5/6),"Create secure bootloader with image verification, rollback protection, and versioned manifests.",Review bootloader state machine; suggest hardening around power-loss events.,65,2,11,12,5,pending,1.0
146,Blueprint dual-bank bootloader (Segment 6/6),"Create secure bootloader with image verification, rollback protection, and versioned manifests.",Review bootloader state machine; suggest hardening around power-loss events.,65,2,11,12,6,pending,1.0
147,Cryptographic primitives integration (Segment 1/4),"Port mbedTLS for ECC signatures, ensure RNG entropy sources pass statistical tests.",Audit RNG seeding path; propose health tests per NIST guidelines.,65,2,11,12,7,pending,1.0
148,Cryptographic primitives integration (Segment 2/4),"Port mbedTLS for ECC signatures, ensure RNG entropy sources pass statistical tests.",Audit RNG seeding path; propose health tests per NIST guidelines.,65,2,11,12,8,pending,1.0
149,Cryptographic primitives integration (Segment 3/4),"Port mbedTLS for ECC signatures, ensure RNG entropy sources pass statistical tests.",Audit RNG seeding path; propose health tests per NIST guidelines.,66,3,11,12,9,pending,1.0
150,Cryptographic primitives integration (Segment 4/4),"Port mbedTLS for ECC signatures, ensure RNG entropy sources pass statistical tests.",Audit RNG seeding path; propose health tests per NIST guidelines.,66,3,11,12,10,pending,1.0
151,FOTA staging pipeline (Segment 1/4),"Implement host tool for packaging firmware, signing, and pushing images to device groups.","Given my staging CLI, suggest CI integration and release gating improvements.",66,3,11,12,11,pending,1.1333333333333333
152,FOTA staging pipeline (Segment 2/4),"Implement host tool for packaging firmware, signing, and pushing images to device groups.","Given my staging CLI, suggest CI integration and release gating improvements.",67,4,11,12,12,pending,1.1333333333333333
153,FOTA staging pipeline (Segment 3/4),"Implement host tool for packaging firmware, signing, and pushing images to device groups.","Given my staging CLI, suggest CI integration and release gating improvements.",67,4,11,12,13,pending,1.1166666666666667
154,FOTA staging pipeline (Segment 4/4),"Implement host tool for packaging firmware, signing, and pushing images to device groups.","Given my staging CLI, suggest CI integration and release gating improvements.",67,4,11,12,14,pending,1.1166666666666667
155,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,68,5,11,12,15,pending,0.75
156,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",69,6,11,12,16,pending,2.0
157,Docker firmware build environment setup (Segment 1/5),"Create Dockerfile with ARM GCC toolchain, CMake, and ESP-IDF SDK. Build and test firmware images inside containers for reproducibility across machines.",Review my Dockerfile for embedded toolchain; suggest layer optimization and caching strategies.,71,1,12,13,1,pending,1.0
158,Docker firmware build environment setup (Segment 2/5),"Create Dockerfile with ARM GCC toolchain, CMake, and ESP-IDF SDK. Build and test firmware images inside containers for reproducibility across machines.",Review my Dockerfile for embedded toolchain; suggest layer optimization and caching strategies.,71,1,12,13,2,pending,1.0
159,Docker firmware build environment setup (Segment 3/5),"Create Dockerfile with ARM GCC toolchain, CMake, and ESP-IDF SDK. Build and test firmware images inside containers for reproducibility across machines.",Review my Dockerfile for embedded toolchain; suggest layer optimization and caching strategies.,71,1,12,13,3,pending,1.0
160,Docker firmware build environment setup (Segment 4/5),"Create Dockerfile with ARM GCC toolchain, CMake, and ESP-IDF SDK. Build and test firmware images inside containers for reproducibility across machines.",Review my Dockerfile for embedded toolchain; suggest layer optimization and caching strategies.,71,1,12,13,4,pending,1.0
161,Docker firmware build environment setup (Segment 5/5),"Create Dockerfile with ARM GCC toolchain, CMake, and ESP-IDF SDK. Build and test firmware images inside containers for reproducibility across machines.",Review my Dockerfile for embedded toolchain; suggest layer optimization and caching strategies.,72,2,12,13,5,pending,1.0
162,Multi-stage Docker builds for firmware (Segment 1/4),"Implement multi-stage builds separating SDK/toolchain from application code. Create docker-compose for STM32, ESP32, and Zephyr build targets.",Analyze my docker-compose setup; suggest improvements for cross-platform build matrix.,72,2,12,13,6,pending,1.1333333333333333
163,Multi-stage Docker builds for firmware (Segment 2/4),"Implement multi-stage builds separating SDK/toolchain from application code. Create docker-compose for STM32, ESP32, and Zephyr build targets.",Analyze my docker-compose setup; suggest improvements for cross-platform build matrix.,72,2,12,13,7,pending,1.1333333333333333
164,Multi-stage Docker builds for firmware (Segment 3/4),"Implement multi-stage builds separating SDK/toolchain from application code. Create docker-compose for STM32, ESP32, and Zephyr build targets.",Analyze my docker-compose setup; suggest improvements for cross-platform build matrix.,73,3,12,13,8,pending,1.1166666666666667
165,Multi-stage Docker builds for firmware (Segment 4/4),"Implement multi-stage builds separating SDK/toolchain from application code. Create docker-compose for STM32, ESP32, and Zephyr build targets.",Analyze my docker-compose setup; suggest improvements for cross-platform build matrix.,73,3,12,13,9,pending,1.1166666666666667
166,Host-based simulation harness (Segment 1/4),"Extend existing simulator with fake drivers, golden sensor traces, and property-based tests.",Review property-based test strategy; suggest invariants capturing sensor drift.,73,3,12,13,10,pending,1.0
167,Host-based simulation harness (Segment 2/4),"Extend existing simulator with fake drivers, golden sensor traces, and property-based tests.",Review property-based test strategy; suggest invariants capturing sensor drift.,74,4,12,13,11,pending,1.0
168,Host-based simulation harness (Segment 3/4),"Extend existing simulator with fake drivers, golden sensor traces, and property-based tests.",Review property-based test strategy; suggest invariants capturing sensor drift.,74,4,12,13,12,pending,1.0
169,Host-based simulation harness (Segment 4/4),"Extend existing simulator with fake drivers, golden sensor traces, and property-based tests.",Review property-based test strategy; suggest invariants capturing sensor drift.,74,4,12,13,13,pending,1.0
170,GitHub Actions CI with containerized builds (Segment 1/4),"Set up CI workflow using Docker images for consistent builds, run unit tests, and publish artifacts.",Review my CI workflow; suggest caching and parallelism improvements for faster builds.,74,4,12,13,14,pending,1.0
171,GitHub Actions CI with containerized builds (Segment 2/4),"Set up CI workflow using Docker images for consistent builds, run unit tests, and publish artifacts.",Review my CI workflow; suggest caching and parallelism improvements for faster builds.,75,5,12,13,15,pending,1.0
172,GitHub Actions CI with containerized builds (Segment 3/4),"Set up CI workflow using Docker images for consistent builds, run unit tests, and publish artifacts.",Review my CI workflow; suggest caching and parallelism improvements for faster builds.,75,5,12,13,16,pending,1.0
173,GitHub Actions CI with containerized builds (Segment 4/4),"Set up CI workflow using Docker images for consistent builds, run unit tests, and publish artifacts.",Review my CI workflow; suggest caching and parallelism improvements for faster builds.,75,5,12,13,17,pending,1.0
